"num","Sujeto","CIF","OBS","Razon","GWh_15","pp_ventas","Obli_ahoGWh","IEEoa_17_EUR","Ajus_16","IEEoa_17_ajus16_EUR"
"224","ee","B73778516",NA,"ENERGÍA EUROPEAS DE COMERCIALIZACIÓN, S.L.",0.345474,4.4e-05,0.001343,91.23,0,91.23
"225","ee","B66156126",NA,"ENERGIA NARANJA, S.L.",11.706826,0.001507,0.04552,3091.57,0.15,3091.72
"226","ee","B66115338",NA,"ENERGÍA OPERATIVA,  S.L.",2.354083,0.000303,0.009153,621.67,0.15,621.83
"227","ee","B22215487",NA,"ENERGIAS DE BENASQUE S.L.",9.675,0.001245,0.03762,2555,3.34,2558.34
"228","ee","B22280259",NA,"ENERGÍAS DE LA VILLA DE CAMPO, S.L.U.",1.278198,0.000164,0.00497,337.55,0.45,338
"229","ee","B22216220",NA,"ENERGIAS DE PANTICOSA,  S.L.",3.560693,0.000458,0.013845,940.32,0.98,941.3
"230","ee","B22247191",NA,"ENERGÍAS DEL ZINQUETA, S.L.",0.775338,1e-04,0.003015,204.75,0.25,205
"231","ee","B47737705",1,"ENERGIKA ENERGÍA, S.L.",0.134257,1.7e-05,0.000522,35.45,0,35.45
"232","ee","B85634350",NA,"ENERGY BY COGEN, S.L.",95.604,0.012304,0.371741,25247.38,35.31,25282.68
"233","ee+g","B66040312",NA,"ENERGY STROM XXI, S.L.",22.854,0.002941,0.088864,6035.35,2.42,6037.77
"234","ee","B54744073",NA,"ENERGY TRADER SOLUTIONS,  S.L.",14.74,0.001897,0.057314,3892.58,1.1,3893.68
"235","ee","B84317593",NA,"ENÉRGYA VM ENERGÍAS ESPECIALES,  S.L.U.",0,0,0,0,0,0
"236","ee","B84070036",NA,"ENÉRGYA VM GENERACIÓN,  S.L.U.",0,0,0,0,0,0
"237","ee+g","B83393066",NA,"ENÉRGYA VM GESTIÓN DE ENERGÍA, S.L.U.",4705,0.6055,18.294647,1242509.85,1433.2,1243943.05
"238","ee","B87152286",1,"ENERGYSAVE  PROJECTS, S.L.",0,0,0,0,0,0
"239","g","B66589904",1,"ENERKIA ENERGÍA, S.L.",0,0,0,0,NA,0
"240","ee","A56005903",NA,"ENERPLUS ENERGÍA, S.A.",1.303821,0.000168,0.00507,344.32,0,344.32
"241","ee","F39781794",2,"ENERPLUS S.COOP.",0,0,0,0,NA,0
"242","ee+g","B27266279",NA,"ENERXIA GALEGA MAIS, S.L.",2.599134,0.000334,0.010106,686.39,0,686.39
"243","g","BE083195821",NA,"ENGIE ENERGY MANAGEMENT  S.C.R.L (Sucursal en Francia)",0,0,0,0,NA,0
"244","ee+g","B82508441",NA,"ENGIE ESPAÑA, S.L.U.",3229.79,0.415651,12.558527,852932.18,1577.53,854509.71
"245","g","FR15437982937",NA,"ENGIE GLOBAL MARKETS",0,0,0,0,NA,0
"246","g","542107651",NA,"ENGIE, S.A.",0,0,0,0,0,0
"247","pp","B83115584",NA,"ENI IBERIA, S.L.U.",2528.37,0.325383,9.831166,667699.18,417.09,668116.27
"248","g","N0051968F",NA,"ENI SPA",0,0,0,0,0,0
"249","pp","GB09598861004",1.3,"ENI TRADING & SHIPPING, S.P.A.",0,0,0,0,0,0
"250","g","9598861004",1,"ENI TRADING & SHIPPING, S.p.A. (Sucursal en Bélgica)",0,0,0,0,NA,0
"251","g","IT13107250154",NA,"ENOI SPA",0,0,0,0,0,0
"252","pp","A91134403",NA,"ENTABAN BIOCOMBUSTIBLES DEL GUADALQUIVIR, S.A.",0,0,0,0,0,0
"253","pp","B87430831",2,"EP SPAIN 2015, S.L.",0,0,0,0,NA,0
"254","ee","A11508629",NA,"EPRESA ENERGIA, S.A.U.",2.990814,0.000385,0.011629,789.82,3.78,793.6
"255","pp","A20072070",NA,"ESERGUI, S.A.",8886.49,1.143627,34.553708,2346769.69,2956.94,2349726.64
"256","ee","A62422720",NA,"ESTABAN ELL Y PAHISA M ERCATOR, S.A.",123.5,0.015894,0.48021,32614.23,41.52,32655.76
"257","ee","A61121752",NA,"ESTABANELL  Y PAHISA ENERGÍA, S.A.",110.9,0.014272,0.431217,29286.79,42.49,29329.28
"258","ee","A12890422",3,"ESTRATEGIAS ELÉCTRICAS  INTEGRALES,  S.A.",71.143491,0.009156,0.27663,18787.78,0,18787.78
"259","g","CZ01850181",NA,"EURO GAS HOLDING, a.s.",0,0,0,0,0,0
"260","ee","B93034064",NA,"EVERGREEN ELÉCTRICA, S.L.",21.262531,0.002736,0.082676,5615.07,5.77,5620.84
"261","ee","B66286634",1,"EXPORT INNOVATION  GROUP, S.L.",0,0,0,0,0,0
"262","pp","A04333779",NA,"F.J. SÁNCHEZ SUCESORES,  S.A.",0,0,0,0,0,0
"263","ee+g","A61893871",NA,"FACTOR ENERGÍA, S.A.",1125.545,0.14485,4.376503,297237.14,399.64,297636.78
"264","ee+g","A85908036",NA,"FENIE ENERGIA, S.A.",1348.336822,0.173521,5.242794,356072.64,399.76,356472.4
"265","g","A28165298",NA,"FERTIBERIA,  S.A.",0,0,0,0,0,0
"266","ee+g","B87075982",1,"FLIP ENERGÍA, S.L.",1.070875,0.000138,0.004164,282.8,0,282.8
"267","ee","B17652694",NA,"FLUID ELECTRIC CAMPRODON II, S.L.",4.699,0.000605,0.018271,1240.93,1.4,1242.32
"268","ee","F46034427",NA,"FLUIDO ELÉCTRICO MUSEROS, SCV",5.426,0.000698,0.021098,1432.91,1.89,1434.81
"269","ee","B98563356",NA,"FOENER COMERCIALIZACIÓN, S.L.U.",216.94,0.027919,0.843537,57290.14,12.54,57302.67
"270","pp","A15126253",NA,"FORESTAL DEL ATLÁNTICO,  S.A.",38.028988,0.004894,0.14787,10042.8,8.38,10051.18
"271","ee","B85228138",NA,"FORTIA ENERGÍA, S.L.",9353.82,1.203769,36.370847,2470183.53,3098.83,2473282.37
"272","ee+g","B57903825",1,"FORTULUZ, S.L.U.",0,0,0,0,NA,0
"273","ee","A54855093",1,"FOX ENERGÍA, S.A.",1.785,0.00023,0.006941,471.39,0,471.39
"274","ee+g","A87414934",2,"FUSIONA COMERCIALIZADORA S.A.",0,0,0,0,NA,0
"275","g","A85818797",1,"FUSIONA SOLUCIONES  ENERGÉTICAS,  S.A.",47.716197,0.006141,0.185537,12601.03,0,12601.03
"276","g","B87370771",1,"FUTURA ENERGIA Y GAS, S.L.",0,0,0,0,0,0
"277","ee+g+pp+glp","A28559573",NA,"GALP ENERGÍA ESPAÑA, S.A.U.",39935.401903,5.139399,155.282482,10546255.14,15308.92,10561564.05
"278","g","N0108577H",NA,"GALP GAS NATURAL, S.A.",0,0,0,0,0,0
"279","ee","B98717457",1,"GAOLANIA SERVICIOS, S.L.",0.15298,2e-05,0.000595,40.4,0,40.4
"280","g","B51030278",NA,"GAS MARINE BUNKER, S.L.",0,0,0,0,231.73,231.73
"281","ee+g","A61797536",NA,"GAS NATURAL COMERCIALIZADORA, S.A.",56400,7.258274,219.302463,14894273.28,18466.96,14912740.24
"282","ee+g","A65067332",NA,"GAS NATURAL S.U.R., SDG S.A.",12122.6,1.560091,47.136809,3201370.87,4668.49,3206039.37
"283","ee","A08015497",NA,"GAS NATURAL SDG, S.A.",0,0,0,0,0,0
"284","ee+g","A08431090",NA,"GAS NATURAL SERVICIOS SDG, S.A.",30224.3,3.88965,117.522401,7981719.57,10672,7992391.57
"285","g","ATU67292404",NA,"GASELA GmbH",0,0,0,0,0,0
"286","ee","B52004041",NA,"GASELEC DIVERSIFICACION, S.L.",174.343081,0.022437,0.677905,46041.02,53.94,46094.96
"287","g","B34041400",NA,"GASINDUR, S.L.",0,0,0,0,0,0
"288","pp","B86741394",2.3,"GASLOW ABASTECIMIENTOS, S.L.",0,0,0,0,NA,0
"289","ee+g","GB927405129",NA,"GAZPROM MARKETING & TRADING LIMITED",0,0,0,0,0,0
"290","ee","BE0835490593",NA,"GDF SUEZ TRADING",0,0,0,0,0,0
"291","ee","B85021426",NA,"GEOATLANTER,  S.L.",2.607849,0.000336,0.01014,688.69,1.19,689.88
"292","ee","A84337849",NA,"GESTERNOVA,  S.A.",263.827542,0.033953,1.025852,69672.33,65.5,69737.84
"293","ee","B82410549",NA,"GESTINER INGENIEROS,  S.L.",30.72858,0.003955,0.119483,8114.89,16.26,8131.16
"294","pp","B31659873",NA,"GESTIÓN DE RECURSOS Y SOLUCIONES  EMPRESARIALES, S.L. (SOLARTIA)",0,0,0,0,0,0
"295","ee","B66552068",1,"GESTIONA ENERGÍA, COMERCIALIZADORA ENERGÉTICA,  S.L.",0,0,0,0,NA,0
"296","ee","B83812255",NA,"GESTIONNA SOLUCIONES  ENERGÉTICAS,  S.L.",0,0,0,0,0,0
"297","pp","B93443190",2.3,"GESTORES DE ESTACIONES  LOW COST, S.L.",0,0,0,0,NA,0
"298","ee","B98722200",2,"GIGABUSINESS  S.L.",0,0,0,0,NA,0
"299","pp","GB417721753",1,"GLENCORE ENERGY UK, LTD",0,0,0,0,0,0
"300","pp","A28357663",3,"GLENCORE ESPAÑA, S.A.",0,0,0,0,0,0
"301","ee","B75035592",NA,"GLOBAL BIOSFERA PROTEC, S.L.",8.544339,0.0011,0.033223,2256.41,0,2256.41
"302","pp","B65632267",NA,"GLOBAL FUEL ESPAÑA, S.L.",0,0,0,0,0,0
"303","pp","B65166019",NA,"GM FUEL SERVICE, S.L.",431.637389,0.055549,1.678354,113988.04,144.86,114132.89
"304","ee+g","B84196997",NA,"GNERA ENERGIA Y TECNOLOGIA,  S.L.",0.36,4.6e-05,0.0014,95.07,0,95.07
"305","ee","B36026375",2,"GODAY ENERGÍA, S.L.",0,0,0,0,NA,0
"306","ee","F75074872",NA,"GOIENER S.COOP",10.643897,0.00137,0.041387,2810.87,1,2811.87
"307","g","507857542",3,"GOLD ENERGY-Comercializadora de Energía, S.A.",0,0,0,0,0,0
"308","pp","B82301250",NA,"GOLD PETROLEUM,  S.L.U.",2341.404,0.301322,9.104178,618324.66,5.44,618330.1
"309","g","W0068055C",1,"GOLDMAN SACHS INTERNATIONAL",0,0,0,0,0,0
"310","pp","A06445910",NA,"GREEN FUEL EXTREMADURA, S.A.",0,0,0,0,0,0
"311","pp","B98276983",1.3,"GRIP CARBURANTES, S.L.",0,0,0,0,0,0
"312","ee","A94071727",NA,"GRUPO ENERGALICIA,  S.A.",28.170999,0.003625,0.109538,7439.48,1.71,7441.19
"313","ee","B74303264",3,"GRUPO ENERGÉTICO  ASECOR, S.L.",0.003651,0,1.4e-05,0.96,NA,0.96
"314","pp","B76538271",NA,"GRUPO INSULAR OCEANO, S.L.U.",173.764688,0.022362,0.675656,45888.28,66.29,45954.57
"315","pp","B84811694",2,"GRUPO LAYNA GESTIÓN DE RESIDUOS, S.L.",0,0,0,0,NA,0
"316","g+pp","N0036358J",NA,"GUNVOR INTERNATIONAL B.V.",0,0,0,0,0,0
"317","ee","A73027930",NA,"HEFAMECOM,  S.A.U.",0.00072,0,3e-06,0.19,0,0.19
"318","ee","B81997439",NA,"HIDROELÉCTRICA DE SILLEDA, S.L.",20.446974,0.002631,0.079505,5399.7,7.67,5407.37
"319","ee","A33473752",NA,"HIDROELÉCTRICA DEL CANTÁBRICO,  S.A.",0,0,0,0,0,0
"320","ee","B25365180",NA,"HIDROELECTRICA DEL VALIRA, S.L.",62.851613,0.008089,0.244389,16598.03,22.14,16620.18
